feature,mean_abs_shap
same_category_density_500m,0.2066164719854028
rating,0.09239933069288166
review_log,0.07071430751938085
competitor_density_500m,0.04779373887839326
dist_to_cluster_centroid_m,0.025237710276499375
cluster_id,0.01960227338718658
nearest_neighbor_dist_m,0.012700561466736935
hotspot_score,0.0
