feature,mean_abs_shap
rating,0.16099932216616794
review_log,0.16073649227214235
same_category_density_500m,0.09904066587267545
competitor_density_500m,0.02381693144097451
cluster_id,0.014086277690000454
dist_to_cluster_centroid_m,0.009894122663148775
nearest_neighbor_dist_m,0.00804557492715117
hotspot_score,0.0
