feature,mean_abs_shap
same_category_density_500m,0.16725368690449396
rating,0.131842849175034
review_log,0.10385588249398257
competitor_density_500m,0.022120976511833684
dist_to_cluster_centroid_m,0.021759015056378637
cluster_id,0.020241261204765125
nearest_neighbor_dist_m,0.011234277538773116
hotspot_score,0.0
