feature,mean_abs_shap
review_log,0.1451107744129465
same_category_density_500m,0.1429247348929096
rating,0.04954020268827529
competitor_density_500m,0.04192037627358784
nearest_neighbor_dist_m,0.04162450359381956
dist_to_cluster_centroid_m,0.0141998097554154
cluster_id,0.010435143768288515
hotspot_score,0.0
