id,name,category,source_category,source_file,source_table,latitude,longitude,x_utm,y_utm,cluster_id,dist_to_cluster_centroid_m,competitor_density_500m,competitor_density_1km,same_category_density_500m,nearest_neighbor_dist_m,rating,review_log,price_level
711,HOYYA - Kebab Batam ( Golden Prawn Bengkong),kebab shop,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.1620359,104.0413809,393346.4806503071,128458.15376890404,0,3418.7793136056325,22,33,0,59.499023330094616,4.1,3.58351893845611,0
714,YS BOBA BENGKONG,restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.1534118,104.0371016,392870.00789048243,127504.95420263994,0,2388.9559493044994,22,74,0,9.878668759488322,0.0,0.0,0
725,Tahu Kalasam Sarah,tofu restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.1533257,104.0369779,392856.2407720037,127495.44083151697,0,2372.525795638671,23,74,0,7.907457879489614,4.0,1.0986122886681098,0
727,Sate Madura pak kumis,restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.1509084,104.0266023,391701.6714968925,127228.60938736913,0,1515.4841649029868,105,188,33,5.74791389151577,0.0,0.0,0
733,Senju takoyaki batam bengkong,japanese restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.1378662,104.0345699,392587.73063225014,125786.54144899397,0,1390.7942210381798,31,126,0,15.292926241139043,4.9,2.70805020110221,0
737,Bakso Suka Sari,bakso restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.1519909,104.0361403,392762.9924256761,127347.91527071579,0,2202.167565003993,25,91,1,174.52519927660873,0.0,0.0,0
742,Sabana Fried Chicken Bengkong,fried chicken takeaway,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.1519671,104.038874,393067.1660045474,127345.18153331304,0,2426.164477612977,17,57,0,47.58263786452276,4.4,2.302585092994046,0
748,Epok Epok Ana,hawker stall,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.1567649,104.0357004,392714.2243859875,127875.67960595601,0,2571.376963616735,14,70,0,75.71083191019383,4.6,6.118097198041348,1
755,Warung Kita Saudara 1,restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.1504183,104.0252216,391548.02409769007,127174.48297146299,0,1418.9623905326546,97,218,32,25.902855214697986,0.0,0.0,0
766,Warung Pakde,restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.150885,104.0230349,391304.73002175975,127226.15830808962,0,1430.5956676172698,68,253,23,111.15241637276971,4.5,1.0986122886681098,0
774,Ayam Geprek Bang Wan,chicken restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.1529462,104.0389757,393078.5185148491,127453.4134397254,0,2505.022235168278,17,59,1,50.32762733118091,2.0,1.3862943611198906,0
783,Ayam Bakar Mas Wid,ayam penyet restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.1546498,104.040282,393223.93183208886,127641.69074188714,0,2738.9172647225255,14,52,0,56.53747282659157,4.4,3.044522437723423,0
800,Ayam Penyet Spesial Pak Soleh,restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.1514192,104.0242307,391437.8055990196,127285.16676686544,0,1504.93294554024,82,224,27,59.73102684433649,5.0,0.6931471805599453,0
912,warung jawara,restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.0425758,103.9828778,386832.39620656444,115254.35736429774,2,944.1207245997099,40,111,7,37.74980435175686,4.5,2.1972245773362196,0
932,Warung Bude,indonesian restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.0393337,103.997,388403.71674734686,114895.4473521617,2,2523.3402425922163,11,43,1,119.56924398478529,4.8,1.791759469228055,0
947,Nasi goreng padang MKGR,nasi goreng restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.0452953,103.9848087,387047.35275539197,115554.92296037334,2,1035.9853634156905,44,123,0,38.49714711766486,4.7,3.295836866004329,0
1004,Warung Lila,restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.0424466,104.0036204,389140.502657,115239.33665132098,2,3152.1719122959557,6,24,0,182.48214041890864,5.0,1.0986122886681098,0
1030,Masakan Kampung Uni Ani MKGR,restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.0428744,103.9825998,386801.47261657595,115287.376975837,2,900.5064819020267,33,104,7,32.90578164604602,5.0,1.0986122886681098,0
1040,Warung Ayu  MKGR,diner,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.0449777,103.9849506,387063.13120907516,115519.80785343108,2,1058.6383839982204,45,119,1,38.49714711766486,5.0,0.6931471805599453,0
1101,Bakso Sroto Buana Central Park,bakso restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.0509903,104.0029093,389061.67627905484,116183.84429768045,-1,0.0,8,11,0,5.342664744689411,5.0,0.6931471805599453,0
1149,Rumah Makan & Restoran Sutan Mudo,padang restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.0462287,103.9827037,386813.15405130293,115658.1842116668,2,788.434258518763,42,136,4,0.17516452686176576,0.0,0.0,0
1167,Fanbaby bubur organic outlet pasar TOP ONE punggur,breakfast restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.0629277,104.1230956,402435.34167257743,117499.43380270158,3,915.8290809662282,5,42,0,3.133434801207032,0.0,0.0,0
1224,Gerai barokah,soup kitchen,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.0714143,104.1176579,401830.5625894231,118437.74559819147,3,230.5709267648279,42,70,3,48.35151507565339,5.0,0.6931471805599453,0
1234,Kopitalisme bth,coffee shop,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.0477013,104.0021439,388976.39169294515,115820.28147708433,-1,0.0,8,22,0,104.41895872791956,4.8,2.8903717578961645,0
1298,Warteg Mbah Moe - Pakuba,indonesian restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.0509551,104.0029422,389065.3359290842,116179.9518655055,-1,0.0,8,11,1,5.342664744689411,2.5,1.0986122886681098,0
1301,BAKSO ECO,bakso restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.0414909,104.0536019,394702.0504483789,115131.97262667993,4,1379.7115221816618,22,68,1,23.81713555315048,4.8,1.9459101490553132,0
1332,Pauhix,bakso restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.0420194,103.9870354,387295.01017084916,115192.69942704107,2,1382.9868480008975,32,80,1,0.10494396608566979,0.0,0.0,0
1338,Putri Bundo Masakan Padang,padang restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.0397969,103.998133,388529.80633599934,114946.61290050257,2,2626.1315198957163,13,46,1,9.155966649656662,0.0,0.0,0
1355,Aneka Jajanan Medan,convenience store,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.0459794,103.9886721,387477.2733783476,115630.4099622686,2,1452.0343786375029,18,91,0,99.54378562645218,5.0,1.3862943611198906,0
1371,Sate Padang Bimbiangan Mande,satay restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.04623,103.9827046,386813.25424466276,115658.32789152661,2,788.51656245005,42,136,0,0.17516452686176576,0.0,0.0,0
1410,kedai ika,restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.1375316,104.0316049,392257.80532082694,125749.66320683378,0,1061.983257600478,64,138,17,35.738829658976385,4.6,2.3978952727983707,0
1412,Mabrur Water Punggur,bottled water supplier,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.0682831,104.1142244,401448.42068252945,118091.72132753082,3,623.7723021516399,12,53,0,70.35571687838929,0.0,0.0,0
1423,Gelavian s Coffe Shop,restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.0478334,103.935315,381540.0359195941,115837.33273015007,-1,0.0,4,13,1,25.164515702374953,4.2,5.384495062789089,2
1453,Sei Lekop,housing development,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.0248499,103.9477517,382923.0928971539,113296.05841497096,5,915.4338778791791,16,31,1,35.01675745172547,0.0,0.0,0
1492,Jooz Aja Sei Panas,restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.1377401,104.028558,391918.78690195887,125772.82609156895,0,722.2862742337611,55,157,13,3.750280913144346,5.0,2.772588722239781,0
1497,Niki Sei Panas,restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.135062,104.0289206,391959.0336096559,125476.75805121723,0,827.6118060530946,52,116,11,38.02742480583584,0.0,0.0,0
1512,Taman Wisata Alam Muka Kuning,camping ground,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.0707328,104.0129267,390177.0401226679,118365.96301551862,-1,0.0,0,14,0,634.8080574184085,4.5,5.087596335232384,0
1521,Sei lekop,housing complex,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.0469062,103.9408692,382158.0488120633,115734.6218099347,-1,0.0,3,20,0,186.92936133950084,0.0,0.0,0
1528,Sei lekop,housing society,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.0284147,103.9466862,382804.6579480211,113690.18316124253,5,647.1196736767632,19,43,0,107.02173438371861,3.6,2.1972245773362196,0
1573,Batam Fresh Seafood,seafood market,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.1468807,104.0071729,389539.62412424746,126784.10363828407,0,1927.7153645213743,90,377,0,18.294020729785885,4.8,2.6390573296152584,0
1589,Sunur Rinjani - Makanan khas lombok,restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.1298303,104.0958702,399408.2192213312,124896.00826666172,15,848.8003873702322,8,32,2,1.7525961594636936,0.0,0.0,0
1608,Pasir Mantang  Sengkuang,restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.1769694,104.0239516,391407.7281516664,130109.66613314403,1,978.976598799108,5,52,2,388.58368703252944,4.4,3.4965075614664802,0
1618,warung condong raos,restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.164907,104.0119682,390073.88824951876,128776.6729589208,1,1313.2372180070827,26,72,6,1.5175807969226716,4.6,2.6390573296152584,0
1658,Moeslim Food,diner,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.1786926,104.0206296,391038.162999202,130300.28988131734,1,660.269910863536,18,75,1,83.46122301197312,0.0,0.0,0
