feature,mean_abs_shap
same_category_density_500m,0.22626754938052476
review_log,0.11733160775662922
rating,0.0783858928506921
competitor_density_500m,0.02233746309609892
dist_to_cluster_centroid_m,0.013969443171425405
cluster_id,0.011469765361738177
nearest_neighbor_dist_m,0.006739728159766835
hotspot_score,0.0
