feature,mean_abs_shap
same_category_density_500m,0.21432276408390163
rating,0.09786267340544909
review_log,0.07080459657499107
competitor_density_500m,0.05810455001207866
dist_to_cluster_centroid_m,0.021920994646126492
cluster_id,0.021288086430207676
nearest_neighbor_dist_m,0.01195228198921816
hotspot_score,0.0
