id,name,category,source_category,source_file,source_table,latitude,longitude,x_utm,y_utm,rating,review_count_log,cluster_id,population_density,nearby_review_count_log_sum_500m,nearby_review_count_log_mean_500m,nearby_avg_rating_500m,same_category_density_250m,same_category_density_500m,same_category_density_1000m,nearest_same_category_distance_m,competitor_saturation_index,business_density_250m,business_density_500m,business_density_1000m,nearest_business_distance_m,poi_diversity_index,nearest_road_distance_m,road_density_500m,intersection_density_500m,road_access_score,is_valid_land,distance_to_water_body_m,distance_to_forest_or_green_area_m,commercial_land_ratio_500m,residential_land_ratio_500m,cluster_centroid_distance_m,nearest_cluster_size,is_noise_area
2629,Pelunggut River (Sungai Pelunggut),riau islands,Education,Indonesia.Batam.School.202408060757.db,places,1.0226772,103.9666115,385021.65528736694,113055.18644816313,0.0,0.0,-1,4388.732137296748,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,1,1,11,3.365609498457724,0.6931471805579453,21.584271337544042,450.0,183,0.7902596389370172,0,223.81730939930807,0.0,0.0,0.0,1000.0,0.0,1
2632,TPQ AL IKHSAN,school,Education,Indonesia.Batam.School.202408060757.db,places,1.0273403,103.9658473,384936.78495376196,113570.71262882097,5.0,1.6094379124341003,7,4388.732137296748,5.480638923341991,1.0961277846683983,3.94,1.0,3.0,6.0,181.43210940436168,3.819718634205488,1,4,16,181.43210940436168,0.5004024235361879,23.098369655176672,898.0,317,0.8803792559808719,1,121.40292029850552,76.75863396551357,0.0,0.0,641.7337283969069,17.0,0
2637,Yayasan Pesantren Royatul Qur'an Batam,religious school,Education,Indonesia.Batam.School.202408060757.db,places,1.026199,103.9590677,384182.34014798625,113444.78829703685,4.6,3.828641396489095,7,4388.732137296748,31.27150133903592,2.084766755935728,3.913333333333334,1.0,1.0,1.0,0.0,1.2732395447351628,4,14,19,0.0,1.767009191067569,17.217246256825014,886.0,272,0.8780472238393896,1,520.2584096136543,636.112432947364,0.0,0.0,156.67667428370768,17.0,0
2641,State Senior High School 8 Batam (SMA Negeri 8 Batam),high school,Education,Indonesia.Batam.School.202408060757.db,places,1.1531449,104.0369694,392855.28822888876,127475.45439799815,4.4,4.499809670330265,3,9626.992191604691,28.595521352450593,1.9063680901633728,3.26,1.0,1.0,4.0,0.0,1.2732395447351628,8,14,43,0.0,1.8594288151412286,39.2363249042348,694.0,230,0.8391067202583209,1,223.37512997284284,445.75088171445236,0.0,0.0,2126.8176556559524,237.0,0
2645,SD Negeri 008 Lubuk Baja,elementary school,Education,Indonesia.Batam.School.202408060757.db,places,1.1396685,104.0204168,391012.99294082774,125986.31069213449,4.6,3.091042453358316,-1,8196.7314918906,4.700480365792417,1.1751200914481041,2.4,0.0,0.0,7.0,595.2627157609606,0.0,3,3,45,53.19048770752358,1.3862943611158907,172.09311820788733,96.0,40,0.7169221041223784,1,976.2818449522077,661.9723546202789,0.0,0.0,1000.0,0.0,1
2647,HKI Sei Pelunggut,church,Education,Indonesia.Batam.School.202408060757.db,places,1.0237819,103.955212,383753.20695418824,113177.72044488118,4.7,1.3862943611198906,-1,4388.732137296748,2.0794415416798357,1.0397207708399179,4.85,0.0,0.0,0.0,15481.964870594764,0.0,1,1,18,109.90348223788303,0.6931471805579453,21.855856783017728,466.0,144,0.7934751471384076,1,25.740817766081275,272.88651334636336,0.0,0.0,1000.0,0.0,1
2651,SDS DOULOS,kindergarten,Education,Indonesia.Batam.School.202408060757.db,places,1.0242499,103.9621333,384523.3969559543,113229.20708318929,4.0,1.6094379124341003,7,4388.732137296748,16.988069318030238,2.1235086647537798,4.0874999999999995,0.0,0.0,0.0,1521.206083541843,0.0,1,7,19,183.24337213449985,1.4941751382843083,24.290896210079612,868.0,285,0.8743263191647849,1,447.7375240580422,336.19664162472435,0.0,0.0,396.3827129479499,17.0,0
2653,SMPN 4 Batam (SMPN 004 Batam),middle school,Education,Indonesia.Batam.School.202408060757.db,places,1.1606581,104.019347,390894.75410595763,128306.68391041923,4.6,4.060443010546419,3,9626.992191604691,30.534863045378017,2.5445719204481683,4.308333333333334,0.0,0.0,1.0,503.1100754693401,0.0,2,11,27,31.95223467048377,1.632630927148352,84.58004448492918,343.0,125,0.7678472478296916,1,907.5458105815001,715.9101433972112,0.0,0.0,3482.8047021923694,237.0,0
2658,TK Permata Ceria,preschool,Education,Indonesia.Batam.School.202408060757.db,places,1.1525028,104.0235778,391365.19918762415,127404.97998042176,5.0,0.6931471805599453,3,9626.992191604691,23.981550357298108,1.5987700238198739,3.54,0.0,1.0,3.0,336.6478213082313,1.2732395447351628,2,14,55,107.80425527370701,2.4307913288662317,87.49087430981395,279.0,112,0.754929173706286,1,1264.2146166142302,193.0283949458735,0.0,0.0,2470.0032560561453,237.0,0
2659,TK  LIGHT AND HOPE,school,Education,Indonesia.Batam.School.202408060757.db,places,1.1401436,104.0384635,393021.05157402717,126038.1545497922,5.0,0.6931471805599453,3,9626.992191604691,3.951243718581427,1.3170812395271423,4.8999999999999995,0.0,2.0,6.0,431.3622267736818,2.5464790894703255,0,2,25,431.3622267736818,-1.000088900581841e-12,39.53974090708342,496.0,178,0.7992634320869536,1,550.451041519219,439.3561163171752,0.0,0.0,742.2405317173146,237.0,0
2661,Kelurahan Sei Pelungut,city clerk's office,Education,Indonesia.Batam.School.202408060757.db,places,1.028628,103.9587596,384148.1436099116,113713.32241413833,2.7,2.3978952727983707,7,4388.732137296748,28.96891624604188,2.228378172772452,3.8230769230769233,0.0,0.0,0.0,1000.0,0.0,3,12,26,65.63329437243742,1.6715952780152543,26.189943036688586,998.0,300,0.9004566357164197,1,664.4139165017855,711.1782256921855,0.0,0.0,217.33411466779486,17.0,0
2663,Sekolah Islam Hang Tuah Batam,religious school,Education,Indonesia.Batam.School.202408060757.db,places,1.1628902,104.0202079,390990.63086184073,128553.40213718728,4.4,3.258096538021482,3,9626.992191604691,21.693848734894125,2.4104276372104585,3.6555555555555554,0.0,0.0,2.0,540.7045799444377,0.0,1,8,29,235.56680682828676,1.5229550675263184,82.14362156676921,369.0,135,0.7731127954014032,1,657.600319747932,863.0050271169675,0.0,0.0,3647.532463953365,237.0,0
2667,State Primary School 011 (SD Neg 011 Bengkong),elementary school,Education,Indonesia.Batam.School.202408060757.db,places,1.1536347,104.0365704,392810.9104679625,127529.61495663514,4.4,3.58351893845611,3,9626.992191604691,29.000986460558753,1.812561653784922,3.0562500000000004,3.0,4.0,12.0,0.0,5.092958178940651,8,15,44,0.0,1.9230657843161523,45.36674848174573,670.0,222,0.834191796386086,1,179.6630315154964,439.5830044635439,0.0,0.0,2178.9698097741248,237.0,0
2669,WorkShop Listrik Kapal SMKN5 Batam,school,Education,Indonesia.Batam.School.202408060757.db,places,1.0274375,103.9618594,384493.0328720959,113581.60185796866,4.7,1.3862943611198906,7,4388.732137296748,26.407048555117747,2.2005873795931454,4.133333333333334,2.0,3.0,7.0,124.51774325542,3.819718634205488,4,11,19,124.51774325542,1.676234939128731,20.416122780726322,874.0,281,0.8755878878911848,1,454.59817521736176,342.1667817570732,0.0,0.0,199.75189510020112,17.0,0
