id,name,category,source_category,source_file,source_table,latitude,longitude,x_utm,y_utm,rating,review_count_log,cluster_id,population_density,nearby_review_count_log_sum_500m,nearby_review_count_log_mean_500m,nearby_avg_rating_500m,same_category_density_250m,same_category_density_500m,same_category_density_1000m,nearest_same_category_distance_m,competitor_saturation_index,business_density_250m,business_density_500m,business_density_1000m,nearest_business_distance_m,poi_diversity_index,nearest_road_distance_m,road_density_500m,intersection_density_500m,road_access_score,is_valid_land,distance_to_water_body_m,distance_to_forest_or_green_area_m,commercial_land_ratio_500m,residential_land_ratio_500m,cluster_centroid_distance_m,nearest_cluster_size,is_noise_area
289,Bidan Rohaidah,midwife,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,places,1.1524164,104.0295458,392029.2478723092,127395.20182257738,0.0,0.0,0,9626.992191604691,40.736173087018656,1.0184043271754664,2.6875,2.0,3.0,7.0,221.15293291821925,3.819718634205488,11,39,117,29.71441231112948,3.0127221772085306,35.90983356308908,523.0,179,0.8018933365004617,1,795.0281813563984,800.1666920858484,0.0,0.0,1493.6223740835148,525.0,0
291,Vhe Dental Care,dental clinic,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,places,1.1640371,104.0391427,393097.5160722016,128679.46331097052,2.7,2.772588722239781,-1,9626.992191604691,13.697915504638106,2.739583100927621,4.4,0.0,0.0,0.0,2226.8626825819974,0.0,4,4,13,17.861868367007457,1.6094379124291003,37.96118765377526,412.0,151,0.7801438133028299,1,511.11800661308246,415.15242413845874,0.0,0.0,1000.0,0.0,1
293,TYAGA SALON,beauty salon,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,places,1.1468965,104.0271412,391761.4832507858,126785.08733753047,4.6,3.044522437723423,0,9626.992191604691,75.14086971405973,1.3418012448939238,2.9089285714285715,3.0,3.0,8.0,27.60911203245647,3.819718634205488,23,55,118,27.60911203245647,3.3443401556275885,57.33480154796199,490.0,181,0.7951491356504332,1,647.9446171264066,469.080195195121,0.0,0.0,828.9413361534606,525.0,0
294,Panti Pijat Tuna Netra Sinar Mandiri,massage therapist,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,places,1.1486277,104.0288896,391956.0908200989,126976.39931115395,4.7,1.3862943611198906,0,9626.992191604691,67.55867235931204,1.1075192190051155,2.5885245901639347,0.0,0.0,0.0,1168.9959398898834,0.0,8,60,100,60.64424651601411,3.2531446414598197,18.61677382527633,543.0,196,0.8060382964857633,1,534.7329236336867,633.4336964103317,0.0,0.0,1093.4000315994547,525.0,0
295,MAZEL GYM,gym and fitness centre,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,places,1.1591359,104.0336234,392483.2094261964,128137.86353519763,4.7,2.6390573296152584,0,9626.992191604691,27.723882781439542,2.132606367803042,3.530769230769231,0.0,0.0,1.0,801.3238655983889,0.0,4,12,55,20.96161452886578,1.8848713335701603,24.340320696229597,671.0,245,0.8310107435228707,1,316.5396681096212,707.1828546533332,0.0,0.0,2362.1281674546367,525.0,0
296,Posyandu mawar IX,self service health station,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,places,1.1511208,104.0267181,391714.5644385303,127252.08507497192,0.0,0.0,0,9626.992191604691,61.366923555035925,1.0401173483904393,2.6779661016949152,0.0,0.0,0.0,3691.78122126037,0.0,23,58,124,31.613246001252424,3.215402414153888,43.26890307190776,398.0,149,0.7773331668722676,1,892.7920273688542,455.369766706404,0.0,0.0,1243.61671952554,525.0,0
297,Bengkong indah,housing complex,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,places,1.1468092,104.026569,391697.81186764163,126775.45827135434,0.0,0.0,0,9626.992191604691,72.65596306427173,1.424626726750426,2.9980392156862745,0.0,0.0,0.0,1273.008905682364,0.0,20,50,124,39.99869327611993,3.292777230346351,69.60366402783171,448.0,170,0.7867660240102221,1,709.2463495219388,412.68194756526094,0.0,0.0,791.2623121045543,525.0,0
298,Jendela Optik,optician,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,places,1.14609,104.0272651,391775.239185059,126695.92688668125,4.9,4.736198448394496,0,9626.992191604691,68.662125151472,1.4304609406556665,2.8479166666666664,0.0,1.0,3.0,268.74254979267164,1.2732395447351628,19,47,115,37.050600884910814,3.201670972441949,33.86144692575665,495.0,183,0.796441254489973,1,624.6510182269361,516.3852844918963,0.0,0.0,759.6810526871783,525.0,0
299,Agen British Propolis bengkong Wilsa ilhami,vitamin & supplements store,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,places,1.1515916,104.0281858,391877.8913672747,127304.07466795304,0.0,0.0,0,9626.992191604691,57.053889791848995,1.1643650977928366,2.86734693877551,1.0,1.0,2.0,155.6006023200722,1.2732395447351628,19,48,116,36.49042786208932,3.2145970708857026,35.02602345515955,481.0,168,0.7936859676740867,1,812.0800524507614,626.0952579105862,0.0,0.0,1347.5840071905818,525.0,0
300,ANITA SALON,beauty salon,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,places,1.1467713,104.0269265,391737.5891004686,126771.2550330283,5.0,0.6931471805599453,0,9626.992191604691,72.36828099181994,1.3401533517003694,2.8314814814814815,3.0,3.0,8.0,27.60911203245647,3.819718634205488,22,53,119,3.89391896706523,3.318111760249109,58.1391096191569,490.0,180,0.7951383886815051,1,669.2843958065847,451.209720745736,0.0,0.0,805.3746386412221,525.0,0
