feature,mean_abs_shap
review_log,0.28502364386589973
rating,0.04970896830276366
same_category_density_500m,0.040512750874717
nearest_neighbor_dist_m,0.036685097259405934
competitor_density_500m,0.01113163784671129
hotspot_score,0.0
dist_to_cluster_centroid_m,0.0
cluster_id,0.0
